Fe1,Fe2,Fe3,Fe4,Fe5,Fe6,Fe7,Fe8,Fe9,Fe10,Fe11,Fe12,Target
14.206059177770802,-16.27726302448757,-3.3783989306393,7.220329082476095,9.838786603707517,-12.330977205673022,2.7078902349192115,5.226073227309072,-4.3021497455614535,-2.545591569354798,-2.383061405063592,-8.012280096770906,0.0
17.551995984207196,-18.41585815530758,4.033584688661112,1.588414739048863,8.23613175327662,-6.5297228662540325,0.1652366214845593,7.856488068403845,4.19939420448099,1.7768793639051386,1.3644339879027474,-5.553449073859815,1.0
16.694431334690066,-16.252786000113815,-1.1793531583230326,5.083448924411298,13.571405943515998,-10.451516562676051,1.4344484999730085,10.802134477500555,0.0790302561045418,0.0537210043867967,0.3339230483746766,-8.279302097863791,2.0
17.447024991190574,-17.284885546859165,2.0743955971458075,3.1197111658835643,6.774512564799594,-12.290512968369464,0.3328863413366069,9.84314957899289,4.162728077376518,2.272844843159448,-0.7713223317843383,-8.002483062616207,3.0
16.706860552359274,-18.13665415604415,0.2590002317320814,1.2775342358804502,6.435347357113404,-9.849663597191132,3.67451249115488,9.351677577594833,1.2721096318484242,1.2342414258969878,0.3563850752980429,-5.576336770574052,4.0
18.7439593869998,-19.546391684635616,-0.568684228517184,4.931862896074336,7.316785545058424,-9.99798487700853,2.976278889686768,7.747785043474135,1.7065777709155043,2.8262415166024057,3.224396219298379,-5.212768448871924,5.0
18.52679413856709,-22.601601226008405,-2.5257372944679446,11.63598222460256,2.967423318878832,-10.779326665048812,9.15768440131681,3.911211415820497,1.7350526144612737,7.107679276007611,0.3545851815872924,-5.796974619326917,6.0
18.02518843427459,-21.098650456854937,-0.0009665052755704,5.835039113866338,4.786051709271423,-9.342161233467996,4.791816211567107,4.401971958260929,2.342798614461228,4.547130360170484,-0.1639412923116827,-6.87502839377716,7.0
17.761439727062097,-18.786685897186995,2.213407728490244,5.623612166673159,9.413203230299084,-8.97194068647429,1.2575406622702834,5.237522214140049,0.2246525298398381,2.7741791816737265,-0.1661358008910461,-8.724352680538695,8.0
17.115142205954896,-18.4669571746249,2.4449953885235853,3.658756805132462,8.5185720301353,-6.535032821896718,1.1758130642097853,6.519051142529214,2.2682804771060394,0.685226919843809,0.2685164350433117,-7.51099765652043,9.0
16.59289951916066,-17.630196544584905,5.110024714719157,6.003397781010815,8.464398106501488,-7.960103405858089,0.7305042593982628,5.974185408658133,1.586699649091356,0.5149534459973815,-2.2738196039311527,-7.797172404451532,0.0
15.488879436035278,-13.806388001469545,-2.394988064267278,2.7292583192719,13.267249453245505,-7.553085087930482,4.879384910163221,11.41270279349412,0.4899617279644295,3.3689335840225705,3.680305201623548,-5.308255774537321,1.0
16.531953757424343,-16.96958678847826,2.5380064903038413,3.818614652689572,11.379120832848404,-8.17957384226662,-0.292336291781347,8.297348835960404,0.159069595392452,-1.2731640769313943,-0.3462137239665802,-8.061380649352296,2.0
17.63306292334513,-17.94563972658223,1.0396435965217767,1.1673748653121088,6.962837898552021,-9.32154630134463,2.051975229321474,9.677257537751208,2.6979484181387376,1.6537537057333014,1.1329013694225576,-5.652381249588599,3.0
16.5606278700175,-17.60840297684972,0.076381520709469,-0.1471263326966053,6.986030412874116,-7.856582790799932,2.8363465144069315,7.413681074430578,0.4252023308488771,2.5026117806572983,2.3452572028162213,-5.676401112869202,4.0
18.032417530512927,-16.445215867412877,-1.7497285860315237,6.394960814214633,9.652059494482677,-9.24425408515607,6.393882836131019,9.051806869762345,0.1623482791544344,4.335986318472685,2.0270766168497976,-5.888632296816404,5.0
18.053411808102144,-18.23701096109477,-8.257290365161639,10.08752701362928,7.998259385345563,-13.23839259480416,9.989735267459004,8.178399618510646,-0.514561114817514,8.20846764527936,1.344825059041556,-7.475691687027099,6.0
18.12560554337491,-18.18499513172436,-6.7257099729752365,7.769026442018274,9.126325881669027,-13.200886948355867,5.876357378459943,6.749852089379144,-3.9154480548800574,2.746254191569898,0.6612500236564529,-6.607567129101409,7.0
17.750551117474988,-17.647815588392685,-2.360141038592416,7.906631929128193,12.579863333665925,-10.392653317729383,3.239722913073253,7.777392126890768,-1.0690440881099832,2.106683655145551,1.3988699001651457,-7.827018682727177,8.0
17.521830867434133,-16.313873544537298,2.380691404685495,5.133410535171873,11.740480277183035,-6.220328879836818,3.315618143781814,8.586238635366415,-0.0242852589986832,2.327323233742892,2.974496339231269,-6.902587970363317,9.0
16.796255975829844,-17.842687551615363,6.923813004923491,5.6816682198256485,6.409002362524932,-8.449781599012246,-0.4898140157880376,3.4751057723574843,0.4465530519346144,0.4155658211479794,-2.0476723378497126,-8.285645825672752,0.0
16.550688757036742,-19.17344533156256,3.396080432102821,0.3108615366086706,8.027206965077282,-5.617985776733154,0.7507281613487429,7.7850490744761345,2.719288451494005,1.5685872681559876,3.338087818736979,-4.240192106832,1.0
16.3515948979225,-18.625772524446624,7.596968822375363,1.994615072182956,7.579017515863826,-4.137728898436041,-0.1862201564704375,5.310460927054472,3.8354475198215257,0.2185745224229962,-1.6003706499795514,-6.694619119347959,2.0
17.823770124715534,-19.67914328271972,5.4263136653774495,0.3807234039472895,4.399766888603677,-8.011276096619094,0.8379480102628455,8.773360970689762,5.3283023501981,2.954725056091731,0.3932854035716329,-6.1815772318249325,3.0
16.95188342629826,-18.2534714709824,2.122851519555674,-0.6136569288917462,5.655765203415816,-6.739595222919911,3.415459838092844,8.69204118676894,3.1295546677133803,2.487070820043519,0.4135742043801098,-6.501224130950619,4.0
18.519041271745863,-20.155181010201645,1.1420257497586368,4.287316341749884,6.06837875243162,-7.681747924168732,3.830835771949896,6.902734438416209,1.852237922345784,2.861385484530292,0.4675037487344901,-6.017223484065234,5.0
18.16469101590652,-22.434347963417583,-2.0821725873344152,10.925297592625146,3.772323887558029,-10.179290096769597,9.147619448501686,3.3023615198220715,1.0138472602494932,6.980499729536209,-1.9555998841846105,-6.778361359953926,6.0
17.920542489141774,-21.333311136628662,0.7229456127221006,5.786347134651454,3.9513609258518287,-8.219297647717127,5.038089728294311,3.2872536828509697,2.250982005652547,5.3859838308853645,-1.1631164383853538,-6.1435150157551055,7.0
17.134688440197312,-18.57387933875277,5.534330246609563,3.691710241129569,7.480557955574815,-6.316987923445388,0.1588610912897058,4.46473037416734,1.1171504831584926,1.0472109359285058,-1.12087510827445,-8.40863018686098,8.0
17.03586379655369,-17.94101651279759,0.854487505744842,2.94064132438183,9.471394512987892,-8.206648916154764,0.2742577553880841,7.226186662078925,0.6443359599971764,0.1466547016583718,0.4876493262524936,-6.122312915469876,9.0
16.201137072812628,-17.72092599485115,5.827288314021104,4.734597886550186,5.729264953459195,-7.915077096907074,1.383173119360586,5.4034800330419,2.506808720785798,1.0739778561126705,-1.9132226753359416,-7.152194228579223,0.0
16.015295324921482,-18.902545464922103,5.85344631260733,1.4535905047898825,7.757062626628422,-4.924747117703132,-0.1785391444919697,7.074873960445565,3.356198111857808,1.5552561350568137,1.4276663152040805,-5.379010914369278,1.0
15.709543686758307,-17.664908219305886,7.08071177732957,2.5950067963759587,9.153438735353491,-4.7716561257936965,-1.4657075669714863,4.84986677789291,1.7154141189819456,-1.049998282735951,-1.6128079691715207,-7.407895605272931,2.0
16.09303767952307,-17.906955323087953,5.444424206754857,2.701021747014238,6.151846966575174,-9.102409393431712,0.5906444753845314,10.059838161646349,6.691890198709551,3.1813580418999803,0.4487598364193335,-5.886780007274613,3.0
15.953715637103416,-18.66446305640928,2.012762647799664,0.696476393139259,5.145961035727459,-7.974692693436215,2.2625043410124643,7.076490469088008,2.141971087526405,1.9005560452031949,-0.2491352502568798,-6.717138831535854,4.0
18.17610495337596,-20.380805398142613,1.0994326995992163,4.992018818373319,5.576050977956571,-8.390614054071127,2.559844309071722,5.202076889995021,1.8005209952772885,1.5725798086929654,-0.8933459794479854,-6.51154260488745,5.0
18.173164532919188,-22.495629969271423,-1.770966387414582,10.39868454680536,3.4681561183546896,-10.731427647358998,7.683316505254952,3.472780905397238,1.4511515784332067,6.698137209104427,-1.593509747713922,-7.694388904661728,6.0
17.091715647787023,-19.151235386218644,2.812467238123949,6.211436548351752,5.629524525740942,-8.015159131474716,3.7528058385104623,4.608506033827936,1.3838153155586468,4.693524684923995,0.1515177484694137,-7.112334971198093,7.0
17.256815977835252,-18.697976514444893,5.385884381345963,5.170221271399912,7.40574476393844,-7.184259280412809,0.6678918697093459,3.887663799852205,1.324563832692023,2.603080012960684,-1.8337063198457573,-9.078154472404934,8.0
16.966390166205173,-18.386357064292085,4.247994383724072,2.88075641183563,8.10360161531476,-6.508503799342997,0.5327118707799248,6.060674857318081,2.016578760781364,1.7556616626914838,1.017435621756832,-7.144640181532352,9.0
16.8516096499819,-14.03003637495342,8.057979877767975,9.0508281229898,9.414047302997,-8.9872768628677,-2.3926945986050563,0.2204237000367575,-1.2751220739664095,-2.3251944714524626,-5.524155694938963,-10.860494225541954,0.0
15.319774057665564,-18.10574725325975,4.1291641645597466,-0.3387932238945506,7.538099987842811,-5.2803104894589925,-0.8093627757160604,6.045813730980342,2.897191378321461,0.5126271837540317,1.0308373009913745,-4.269191617137928,1.0
15.815244107438248,-17.342661664232285,6.280074129737015,2.3895450997508827,9.41016579966593,-5.475081643558788,-1.6236818359197966,6.116192145981463,3.2390219600468995,-1.216197034882363,-2.3920655905406765,-8.61109016150077,2.0
16.37786946811426,-18.254646908137875,4.450472915646287,0.7649583378595981,4.833623504649713,-9.632683850127917,-0.4738171729700428,9.74964851768008,6.598145316387382,3.617014337955624,0.2588425365930771,-6.927674490264791,3.0
16.666311751564347,-19.280038767066987,2.066266544696903,3.514436455075017,7.480308449976667,-7.833565691433965,1.1119510199603615,5.814745491983992,2.5022506374537894,3.9650713137883176,1.460983615667121,-6.696991150318643,4.0
17.899579108468252,-18.593592991463687,1.5846516753471125,4.383979476876575,5.600625963448314,-8.440549968266234,2.810987225121705,6.508305298954076,3.820316484053308,1.6199066655851195,-1.9816913941171552,-7.545072501730102,5.0
18.67206319030937,-22.799004874361472,-0.9519789417823352,11.547418767379858,1.317630370030719,-10.826864005741133,7.987714626497405,2.2893789569844887,2.484472625904852,5.953715361136772,-1.4373079919729836,-6.905996053526652,6.0
17.894653107179675,-20.288649556857983,3.3561278039971763,8.245088344534361,4.475311262639279,-6.685044985112104,5.9577201768622166,3.620164213897192,3.4208540865954724,5.996579688605671,-0.2954602014724954,-5.893936377140681,7.0
16.90136256134169,-17.89099353975037,5.664244303777208,4.250829381016207,8.839785934773962,-6.368719809622896,-0.6191737622440655,3.2687279885692586,1.3988350027794432,1.7385957223332509,-1.911561206048929,-9.022992952456407,8.0
16.837364212087582,-17.94537502109968,2.9671660642680893,3.659525537765595,9.473290447490967,-6.956637578149877,1.5494994823325188,6.967329626473525,1.2520274644742888,1.5029658174059044,0.08553088933504291,-8.645756922274892,9.0
